Key,Value1,Value2
AAABBABBBAAAABBAAABA,7.2106032371521,9.286863327026367
AAABBABBBAAAABBAAABB,10.864873886108398,-0.20135006308555603
AAABBABBBAAAABBAABAA,3.442209005355835,6.695170879364014
AAABBABBBAAAABBAABAB,8.185113906860352,-0.38002756237983704
AAABBABBBAAAABBABBAA,-1.2233819961547852,3.3506484031677246
AAAABABBABBAABBAAABA,14.150485038757324,1.4330774545669556
AABAAABBAAABABBAAABB,15.676429748535156,2.2817108631134033
AABABAAAABAAABABBABB,19.637788772583008,1.5038812160491943
ABABAAAABAABABBAAABB,16.35397720336914,3.160198926925659
BAAAAABBABBAAAABAABB,13.956660270690918,4.2646164894104
AAAABBAAABAABABBAABA,15.38571834564209,4.1549224853515625
AAAABBAABBAABABABBAB,13.666884422302246,2.1370646953582764
AAAABBAABBAABBBBAABB,13.768318176269531,2.1592671871185303
AAAABBAABBBABABBABAA,4.956332683563232,1.5638272762298584
AAAABBABBBAABABABBAA,1.3169994354248047,0.40767645835876465
AAAAAAAAABBBBBABBBBB,13.078036308288574,5.357794284820557
AAAAAAAAABBBBBBABBBB,12.528447151184082,4.961071491241455
AAAAAAAAABBBBBBBABBB,12.530985832214355,4.622413158416748
AAAAAAAAABBBBBBBBABB,11.368494987487793,4.321042537689209
AAAAAAAAABBBBBBBBBBB,14.806144714355469,6.066723823547363
AAAAAAAAABABBBBAAAAB,5.73883581161499,8.808661460876465
AAAAAAAAABBBBBBBAAAB,9.455302238464355,6.008513450622559
AAAAAAAABBABBBBBABAA,8.921964645385742,0.7330815196037292
AAAAAAABABABBBBBAAAA,10.755167961120605,-0.47447866201400757
BAAAAAAAABABBBBBAAAA,8.460386276245117,-2.6068599224090576
AAAABABAABBBABBBBAAB,12.468849182128906,0.9365055561065674
AAAABABBABBAAABABBAA,6.316535949707031,-0.41339558362960815
AAAABABBABBAABAABBAA,10.457629203796387,2.531756639480591
AAAABBBAABBAABBABBAA,0.6609792113304138,0.22261887788772583
AAABBBBAABAAABBBBAAA,-0.9045314192771912,3.963071584701538
AAAABABAABAABABAABBB,18.487878799438477,1.6088786125183105
AAAABABAABBAABBAAAAA,7.84611701965332,2.386209011077881
AAAABABAABBAABBABAAA,5.7350382804870605,2.087888240814209
AAAABABAABBAABBABBAA,9.188165664672852,1.3420934677124023
AAAABABAABBAABBBAAAA,6.050421237945557,1.7221757173538208
AAAABABAABBAABBBAAAB,13.755728721618652,0.6579940915107727
AAAABABAABBAABBBAABA,17.847761154174805,2.5155441761016846
AAAABABAABBAABBBABAA,7.591672420501709,2.5447683334350586
AAAABABAABBAABBBABAB,13.365802764892578,3.437725305557251
AAAABABAABBAABBBABBA,13.264945983886719,2.5955653190612793
AAAABABAABBAABBBBAAA,4.977344036102295,2.229334592819214
AAAABABAABBAABBBBAAB,13.145272254943848,1.9685074090957642
AAAABABAABBAABBBBABA,12.835901260375977,1.347805380821228
AAAABABAABBAABBBBBBA,12.642295837402344,1.4979851245880127
AAAABABAABBABBBBAAAB,12.984524726867676,0.2245219498872757
AAAABBAABBABAAAABBAB,11.811758995056152,3.241272211074829
AAABABABBBAABBAAABAA,8.204671859741211,2.4349522590637207
AAABABBBBAABAAABAAAB,15.395442962646484,0.8819114565849304
AAABBABAABBAABBBAAAA,-0.18837803602218628,1.4409794807434082
AABAABABBBBAAABAAABA,19.434736251831055,1.3684903383255005
AABABABABAAABAABABAB,20.231534957885742,2.538740634918213
AABBABABBAAABAAABAAB,16.21441078186035,3.2482497692108154
ABAAAABBAAABABBBAAAB,12.137892723083496,5.279119968414307
ABAABABAAABAABBAABAB,19.702178955078125,2.8875722885131836
AAAABABAABAABABAABBB,17.53352165222168,1.838752269744873
AAAABABAABBAABBBBAAA,5.213469505310059,2.2067501544952393
AAAABBAABBABAAAABBAB,11.915241241455078,3.747789144515991
AAABABBBBAABAAABAAAB,15.650982856750488,0.728508710861206
ABAABABAAABAABBAABAB,19.978775024414062,3.1182992458343506
AAAAAABBBBAAAABABBBB,13.47307014465332,4.582481384277344
AAAAAABBBBAAAABBBBAB,13.74283218383789,4.349887371063232
AAAAAABBBBBAAAAABBBB,12.06733512878418,5.365454196929932
AAAAAABBBBBAAAABBBBA,13.457965850830078,3.5293681621551514
AAAAAABBBBBAAABABBBB,12.22917366027832,5.368027687072754
AAAAAAABBBBAAAAAAAAB,3.1698572635650635,10.184239387512207
AAAAAAABBBBAAAAAAABB,5.2165632247924805,9.525911331176758
AAAAAABBBBBAAAAAABBB,9.378679275512695,6.898364067077637
AAAAAABBBBBAAAABAAAB,9.134785652160645,7.39011287689209
ABAAAABBBBBAAAAAAABB,8.965002059936523,6.9727091789245605
AAAABABAABBAABBABBAA,11.021239280700684,1.9532166719436646
AAAABABAABBAABBBAAAB,16.081958770751953,2.4997212886810303
AAAABABAABBAABBBABAA,9.11941146850586,2.474529981613159
AAAABABAABBAABBBBAAA,6.37111759185791,1.945642352104187
AAAABABAABBAABBBBABA,13.695202827453613,4.007993221282959
AAAABBAABBAABABAABAA,16.33155632019043,3.90500807762146
AAAABBAABBAABABAABBA,19.24616050720215,1.9003463983535767
AAAABBAABBAABABABBBA,12.634869575500488,0.8355679512023926
AAAABBAABBAABABBABAA,5.238271713256836,2.897033929824829
AAAABBAABBAABABBBAAA,1.6983758211135864,0.7552823424339294
AAAAAABBBBBAAAAABBAB,10.04775619506836,5.784192085266113
AAAAAABBBBBAAAAABBBA,12.83121395111084,4.5361714363098145
AAAAAABBBBBAAAABBBBB,12.884416580200195,5.83809757232666
AABAAABBBBBAAAAABBBB,12.300029754638672,5.5915398597717285
ABAAAABBBBBAAAABBBBA,15.699767112731934,1.9758696556091309
